Price,Carats,Color,Clarity,Depth,Table,Cut,TDdiff,TDratio,Test
1367,0.53,G,VS2,62.5,58,Excellent,-4.5,0.928,0
1367,0.42,G,IF,62,57,Excellent,-5,0.91935484,0
1367,0.42,G,IF,62.4,56,Excellent,-6.4,0.8974359,2
1368,0.43,H,VVS1,61.1,58,Excellent,-3.1,0.9492635,0
1368,0.61,E,SI2,63,56,Excellent,-7,0.88888889,2
1368,0.4,F,VS1,59.4,60,Very Good,0.6,1.01010101,0
1368,0.5,F,VS1,61.6,62,Very Good,0.4,1.00649351,0
1368,0.6,G,SI1,61.5,58,Excellent,-3.5,0.94308943,0
1368,0.6,G,SI1,62.5,57,Very Good,-5.5,0.912,0
1368,0.6,G,SI2,60.9,59,Excellent,-1.9,0.96880131,2
1368,0.6,G,SI2,61.2,58,Excellent,-3.2,0.94771242,0
1368,0.6,G,SI2,62.5,56,Excellent,-6.5,0.896,2
1368,0.6,G,SI2,61.8,58,Excellent,-3.8,0.93851133,1
1368,0.45,E,VS1,62.1,57,Excellent,-5.1,0.9178744,1
1368,0.51,H,VS2,60.8,59,Excellent,-1.8,0.97039474,1
1368,0.5,D,SI1,60.9,60,Very Good,-0.9,0.98522167,2
1368,0.5,F,VS2,60.7,62,Very Good,1.3,1.0214168,1
1369,0.51,G,VS1,60.2,63,Good,2.8,1.04651163,0
1369,0.4,D,VVS2,61.8,58,Excellent,-3.8,0.93851133,0
1369,0.44,F,IF,61.3,58,Excellent,-3.3,0.94616639,0
1400,0.47,E,VVS2,63.1,58,Very Good,-5.1,0.91917591,2
1400,0.54,F,VS2,62.1,55,Excellent,-7.1,0.88566828,0
1400,0.7,J,SI1,62.4,58,Very Good,-4.4,0.92948718,0
1400,0.7,K,VS1,60.7,60,Very Good,-0.7,0.98846787,0
1400,0.54,F,VS2,63,58,Very Good,-5,0.92063492,0
1400,0.7,J,SI1,62.9,57,Very Good,-5.9,0.90620032,2
1400,0.7,J,SI1,62.1,56,Excellent,-6.1,0.90177134,0
1400,0.7,I,SI2,59.4,59,Very Good,-0.4,0.99326599,1
1400,0.7,J,SI1,62.3,57,Very Good,-5.3,0.91492777,0
1400,0.7,J,SI1,62.6,57,Very Good,-5.6,0.91054313,2
1400,0.7,J,SI1,61.6,60,Very Good,-1.6,0.97402597,0
1400,0.7,J,SI1,61.4,60,Very Good,-1.4,0.9771987,2
1400,0.7,J,SI1,61.1,59,Very Good,-2.1,0.96563011,1
1400,0.7,J,SI1,61.4,58,Excellent,-3.4,0.94462541,1
1400,0.7,J,SI1,59.6,58,Very Good,-1.6,0.97315436,2
1400,0.7,I,SI2,60.9,58,Very Good,-2.9,0.95238095,0
1400,0.42,E,VVS1,62.5,56,Excellent,-6.5,0.896,0
1400,0.42,E,VVS1,61.7,58,Excellent,-3.7,0.94003241,0
1401,0.7,K,SI1,62.4,57,Excellent,-5.4,0.91346154,1
1401,0.6,I,VS2,60.4,60,Excellent,-0.4,0.99337748,0
1401,0.42,D,VVS2,59.7,60,Excellent,0.3,1.00502513,0
1401,0.38,F,IF,62,56,Excellent,-6,0.90322581,0
1401,0.4,D,VVS2,61.7,58,Excellent,-3.7,0.94003241,0
1402,0.42,E,VVS1,62.8,56,Excellent,-6.8,0.89171975,0
1402,0.53,G,VS2,58.9,60,Excellent,1.1,1.01867572,2
1434,0.73,K,VS1,62.4,57,Excellent,-5.4,0.91346154,2
1434,0.41,F,IF,62.6,57,Excellent,-5.6,0.91054313,2
1434,0.48,D,VS2,59.7,58,Excellent,-1.7,0.97152429,0
1434,0.43,E,VS1,62.4,55,Excellent,-7.4,0.88141026,1
1434,0.43,E,VVS1,62.6,55,Excellent,-7.6,0.87859425,2
1434,0.5,H,VVS2,61.6,57,Excellent,-4.6,0.92532468,1
1434,0.5,G,VS1,63.7,56,Very Good,-7.7,0.87912088,0
1434,0.5,E,VS2,61.7,57,Very Good,-4.7,0.92382496,1
1435,0.41,D,VVS2,62.2,57,Excellent,-5.2,0.91639871,0
1435,0.43,D,VVS2,61.6,57,Ideal,-4.6,0.92532468,0
1435,0.58,E,SI1,62.7,58,Very Good,-4.7,0.92503987,0
1435,0.58,E,SI1,61.2,60,Excellent,-1.2,0.98039216,2
1435,0.58,E,SI1,61.9,59,Very Good,-2.9,0.95315024,0
1435,0.64,E,SI2,62.3,57,Very Good,-5.3,0.91492777,0
1436,0.5,F,VS1,62.7,59,Very Good,-3.7,0.94098884,1
1436,0.73,I,SI2,63.4,60,Good,-3.4,0.94637224,1
1436,0.73,J,SI1,62.3,57,Very Good,-5.3,0.91492777,0
1436,0.7,K,VS2,60.8,59,Excellent,-1.8,0.97039474,2
1436,0.45,H,IF,62.7,57,Excellent,-5.7,0.90909091,0
1436,0.51,D,SI1,62.2,58,Very Good,-4.2,0.93247588,2
1436,0.7,J,VS1,63.2,58,Good,-5.2,0.91772152,0
1436,0.72,J,SI2,61.1,55,Excellent,-6.1,0.90016367,2
1436,0.5,E,VS1,61.9,64,Good,2.1,1.03392569,0
1436,0.72,J,SI2,61.8,57,Excellent,-4.8,0.9223301,1
1436,0.72,J,SI2,62.1,57,Excellent,-5.1,0.9178744,1
1471,0.58,G,VS2,62.6,58,Very Good,-4.6,0.92651757,0
1471,0.43,D,VVS2,61,59,Excellent,-2,0.96721311,0
1471,0.72,J,SI2,61.6,55,Excellent,-6.6,0.89285714,2
1472,0.5,F,VS2,59.2,60,Very Good,0.8,1.01351351,0
1472,0.5,F,VS2,62,57,Very Good,-5,0.91935484,1
1472,0.5,F,VS2,60.3,61,Very Good,0.7,1.01160862,2
1472,0.52,D,SI1,62.7,56,Excellent,-6.7,0.89314195,0
1472,0.5,F,VS1,63.7,56,Very Good,-7.7,0.87912088,2
1472,0.5,F,VS1,64.1,58,Very Good,-6.1,0.90483619,0
1472,0.5,D,VS2,62,57,Very Good,-5,0.91935484,0
1472,0.41,F,IF,61.7,58,Excellent,-3.7,0.94003241,2
1472,0.41,F,IF,62.7,56,Excellent,-6.7,0.89314195,2
1472,0.41,F,IF,62.3,55,Excellent,-7.3,0.88282504,1
1473,0.4,E,VVS1,60.7,58,Excellent,-2.7,0.95551895,0
1473,0.43,E,IF,59.5,59,Excellent,-0.5,0.99159664,0
1473,0.44,F,VVS1,62.6,56,Excellent,-6.6,0.89456869,0
1473,0.72,I,SI2,62.7,56,Very Good,-6.7,0.89314195,0
1473,0.71,J,VS2,62.9,59,Very Good,-3.9,0.93799682,0
1473,0.51,E,VS2,63.4,57,Very Good,-6.4,0.89905363,0
1473,0.73,J,SI1,58.8,61,Very Good,2.2,1.03741497,0
1473,0.74,K,VS2,61.2,56,Ideal,-5.2,0.91503268,2
1474,0.52,E,VS2,62.3,56,Very Good,-6.3,0.8988764,0
1475,0.42,D,VVS1,62.1,58,Excellent,-4.1,0.93397746,0
1475,0.42,E,IF,60.6,58,Excellent,-2.6,0.95709571,0
1475,0.42,D,VVS1,60.6,58,Very Good,-2.6,0.95709571,0
1507,0.6,E,SI1,60.5,61,Good,0.5,1.00826446,2
1507,0.75,K,VS1,63.3,57,Very Good,-6.3,0.90047393,0
1507,0.42,E,IF,61.5,54,Excellent,-7.5,0.87804878,1
1508,0.5,E,VS2,62.1,56,Very Good,-6.1,0.90177134,0
1508,0.5,E,VS2,59.1,60,Very Good,0.9,1.01522843,2
1508,0.5,E,VS2,61,56,Very Good,-5,0.91803279,2
1508,0.5,E,VS2,62.6,55,Very Good,-7.6,0.87859425,2
1508,0.56,H,VS1,62.1,56,Excellent,-6.1,0.90177134,0
1508,0.5,H,VVS1,63.2,58,Very Good,-5.2,0.91772152,0
1508,0.5,F,VS2,59.3,59,Very Good,-0.3,0.99494098,0
1508,0.52,D,VS2,59.6,59,Very Good,-0.6,0.98993289,1
1508,0.5,D,VS2,61.1,55,Very Good,-6.1,0.90016367,1
1508,0.5,F,VS1,61.6,59,Excellent,-2.6,0.95779221,0
1508,0.54,F,VS2,62.3,54,Excellent,-8.3,0.86677368,2
1508,0.7,J,SI1,62.3,59,Very Good,-3.3,0.9470305,1
1508,0.63,F,SI1,63.3,60,Good,-3.3,0.9478673,0
1508,0.7,I,SI2,63.3,59,Very Good,-4.3,0.93206951,0
1508,0.54,F,VS2,62.1,57,Very Good,-5.1,0.9178744,0
1508,0.45,F,IF,61.8,57,Ideal,-4.8,0.9223301,0
1508,0.54,F,VS2,60.1,59,Excellent,-1.1,0.98169717,1
1508,0.54,F,VS2,62.8,55,Very Good,-7.8,0.87579618,0
1508,0.45,F,IF,61.5,57,Ideal,-4.5,0.92682927,0
1508,0.7,I,SI2,60.7,57,Excellent,-3.7,0.93904448,0
1508,0.54,F,VS2,60.7,58,Excellent,-2.7,0.95551895,2
1508,0.7,I,SI1,58.4,60,Very Good,1.6,1.02739726,2
1553,0.5,F,VS1,62.3,57,Very Good,-5.3,0.91492777,1
1553,0.42,D,VVS1,61.2,57,Ideal,-4.2,0.93137255,1
1553,0.42,D,VVS1,60.4,60,Excellent,-0.4,0.99337748,0
1553,0.5,E,VS2,63.6,56,Very Good,-7.6,0.88050314,2
1553,0.75,K,VS2,62.1,58,Excellent,-4.1,0.93397746,2
1554,0.43,D,VVS1,61.6,56,Excellent,-5.6,0.90909091,0
1554,0.51,D,VS1,58.4,61,Good,2.6,1.04452055,1
1554,0.7,H,SI2,60.9,58,Very Good,-2.9,0.95238095,0
1554,0.7,I,SI1,64,57,Very Good,-7,0.890625,0
1554,0.7,G,SI2,63.3,56,Very Good,-7.3,0.88467615,2
1555,0.71,F,SI2,61,58,Very Good,-3,0.95081967,0
1555,0.71,F,SI2,63.7,61,Good,-2.7,0.95761381,0
1555,0.73,I,SI2,63.9,59,Very Good,-4.9,0.92331768,1
1555,0.65,I,VS1,61.3,59,Excellent,-2.3,0.96247961,2
1555,0.55,E,SI1,60.4,57,Ideal,-3.4,0.94370861,2
1556,0.4,D,VVS1,60.9,61,Very Good,0.1,1.00164204,2
1556,0.4,D,VVS1,60.5,59,Excellent,-1.5,0.97520661,1
1556,0.5,E,VS1,63.4,56,Very Good,-7.4,0.88328076,1
1556,0.5,E,VS1,61.9,57,Very Good,-4.9,0.92084006,0
1556,0.5,E,VS1,62.7,60,Very Good,-2.7,0.9569378,0
1556,0.6,D,SI1,62.5,57,Excellent,-5.5,0.912,0
1556,0.65,F,SI1,63,57,Very Good,-6,0.9047619,0
1556,0.52,F,VS2,61.4,55,Ideal,-6.4,0.89576547,1
1556,0.5,E,VS1,61.1,60,Very Good,-1.1,0.98199673,2
1556,0.52,F,VS2,62.2,59,Excellent,-3.2,0.94855305,0
1591,0.59,E,SI1,62.6,59,Excellent,-3.6,0.94249201,2
1591,0.59,G,VS2,61.4,58,Excellent,-3.4,0.94462541,0
1591,0.55,E,VS2,60.4,62,Very Good,1.6,1.02649007,0
1591,0.62,E,SI1,58.9,61,Very Good,2.1,1.03565365,0
1592,0.56,F,VS2,61.8,59,Excellent,-2.8,0.95469256,2
1592,0.71,H,SI2,62.7,57,Very Good,-5.7,0.90909091,0
1592,0.7,J,VS2,62.4,58,Very Good,-4.4,0.92948718,2
1592,0.7,J,VS2,62.3,57,Very Good,-5.3,0.91492777,0
1592,0.57,F,VS2,64.1,55,Good,-9.1,0.85803432,2
1592,0.57,F,VS2,62.7,55,Excellent,-7.7,0.87719298,1
1592,0.57,F,VS2,61.7,60,Excellent,-1.7,0.97244733,2
1592,0.57,F,VS2,61.4,57,Excellent,-4.4,0.92833876,2
1592,0.57,F,VS2,62.6,58,Excellent,-4.6,0.92651757,0
1592,0.53,E,VS2,62.7,56,Very Good,-6.7,0.89314195,0
1592,0.51,H,VVS1,63.7,57,Very Good,-6.7,0.89481947,2
1593,0.5,F,VS1,59.4,58,Good,-1.4,0.97643098,0
1593,0.5,F,VS1,62.3,61,Very Good,-1.3,0.97913323,0
1594,0.7,H,SI1,63.4,54,Very Good,-9.4,0.85173502,2
1594,0.5,E,VS2,60.7,58,Excellent,-2.7,0.95551895,1
1594,0.48,H,IF,61.7,57,Ideal,-4.7,0.92382496,1
1594,0.7,H,SI2,61.8,61,Very Good,-0.8,0.98705502,1
1594,0.7,H,SI2,63.2,56,Very Good,-7.2,0.88607595,0
1594,0.7,H,SI2,63.3,59,Very Good,-4.3,0.93206951,1
1594,0.7,H,SI2,63.5,57,Very Good,-6.5,0.8976378,0
1594,0.7,H,SI2,63.7,57,Very Good,-6.7,0.89481947,2
1626,0.62,F,SI1,61.2,56,Very Good,-5.2,0.91503268,2
1626,0.54,D,VS2,63.1,56,Very Good,-7.1,0.88748019,0
1627,0.7,I,SI2,62.5,58,Excellent,-4.5,0.928,0
1627,0.72,F,SI2,62.6,55,Excellent,-7.6,0.87859425,0
1627,0.8,J,SI2,63,58,Good,-5,0.92063492,0
1627,0.5,F,VS1,62.2,57,Excellent,-5.2,0.91639871,1
1627,0.5,F,VS1,61.8,55,Excellent,-6.8,0.88996764,0
1628,0.5,E,VS1,60.4,60,Very Good,-0.4,0.99337748,0
1628,0.51,F,VS1,63,57,Excellent,-6,0.9047619,0
1628,0.51,F,VS1,62.3,59,Excellent,-3.3,0.9470305,1
1628,0.5,E,VS1,61.4,58,Very Good,-3.4,0.94462541,0
1628,0.47,E,VVS2,60.2,58,Excellent,-2.2,0.96345515,2
1629,0.71,J,VS1,60.9,55,Good,-5.9,0.90311987,2
1629,0.52,I,IF,62.6,56,Excellent,-6.6,0.89456869,0
1629,0.52,G,VVS2,61.7,53,Excellent,-8.7,0.85899514,2
1629,0.52,G,VVS2,62.7,55,Very Good,-7.7,0.87719298,0
1629,0.52,G,VVS2,61.9,56,Very Good,-5.9,0.90468498,2
1629,0.62,G,VS2,61.7,57,Excellent,-4.7,0.92382496,0
1629,0.62,E,SI1,63.2,58,Very Good,-5.2,0.91772152,2
1629,0.56,F,VS2,62.3,56,Excellent,-6.3,0.8988764,0
1630,0.64,E,SI1,61.3,57,Excellent,-4.3,0.92985318,1
1630,0.7,J,VS1,60.7,59,Excellent,-1.7,0.97199341,0
1630,0.63,F,SI1,62.2,57,Very Good,-5.2,0.91639871,0
1630,0.7,H,SI1,63.8,64,Good,0.2,1.0031348,0
1630,0.5,D,VVS2,64,56,Good,-8,0.875,1
1668,0.57,E,VS2,58.8,59,Excellent,0.2,1.00340136,0
1668,0.38,D,IF,61.7,58,Excellent,-3.7,0.94003241,1
1668,0.46,D,VVS2,58.3,65,Very Good,6.7,1.11492281,0
1670,0.72,J,SI1,61.1,57,Very Good,-4.1,0.93289689,0
1670,0.72,I,SI1,62.7,60,Very Good,-2.7,0.9569378,0
1670,0.61,F,SI1,59.1,60,Excellent,0.9,1.01522843,0
1670,0.78,G,SI2,63.8,62,Good,-1.8,0.97178683,0
1670,0.56,D,VS2,59.1,57,Very Good,-2.1,0.96446701,0
1670,0.55,I,VVS1,62.1,57,Excellent,-5.1,0.9178744,0
1671,0.5,G,VS1,62.4,59,Very Good,-3.4,0.94551282,0
1671,0.5,G,VS1,62.3,57,Very Good,-5.3,0.91492777,2
1671,0.7,G,SI2,63.1,58,Very Good,-5.1,0.91917591,0
1671,0.66,F,SI1,59.7,60,Very Good,0.3,1.00502513,0
1671,0.7,G,SI2,61.5,59,Very Good,-2.5,0.95934959,0
1671,0.7,H,SI1,62,61,Good,-1,0.98387097,0
1672,0.72,J,VS1,62.5,55,Excellent,-7.5,0.88,2
1672,0.7,H,SI2,63.8,56,Very Good,-7.8,0.87774295,2
1672,0.7,H,SI2,63.7,55,Very Good,-8.7,0.86342229,2
1672,0.7,I,SI1,63.7,62,Good,-1.7,0.9733124,0
1672,0.7,I,SI1,59.3,61,Very Good,1.7,1.02866779,0
1672,0.62,G,SI1,62.3,58,Excellent,-4.3,0.93097913,0
1673,0.56,D,VS2,60.5,60,Excellent,-0.5,0.99173554,0
1673,0.41,D,IF,62.7,55,Excellent,-7.7,0.87719298,2
1673,0.52,D,VS2,61.8,55,Ideal,-6.8,0.88996764,0
1674,0.7,G,SI2,63.9,58,Very Good,-5.9,0.90766823,2
1709,0.56,I,VVS2,57.9,60,Very Good,2.1,1.03626943,1
1709,0.61,G,VS2,61.9,59,Excellent,-2.9,0.95315024,0
1710,0.57,D,VS2,59.4,61,Excellent,1.6,1.02693603,0
1710,0.7,F,SI2,59.4,64,Very Good,4.6,1.07744108,0
1710,0.78,J,SI1,61.3,58,Excellent,-3.3,0.94616639,0
1710,0.52,D,VS1,62.7,56,Excellent,-6.7,0.89314195,0
1710,0.59,F,SI1,60.3,59,Excellent,-1.3,0.97844113,1
1711,0.56,H,VS1,61.8,59,Excellent,-2.8,0.95469256,0
1711,0.56,H,VS1,62.3,58,Excellent,-4.3,0.93097913,2
1711,0.56,H,VS1,61.7,58,Excellent,-3.7,0.94003241,0
1711,0.51,E,VS1,62.4,56,Excellent,-6.4,0.8974359,0
1712,0.5,E,VS2,61.2,57,Ideal,-4.2,0.93137255,0
1712,0.49,G,VVS1,62.3,56,Excellent,-6.3,0.8988764,0
1712,0.76,F,SI2,63.3,60,Very Good,-3.3,0.9478673,1
1712,0.71,K,VVS2,62.6,57,Very Good,-5.6,0.91054313,2
1713,0.58,E,VS2,62.1,59,Excellent,-3.1,0.95008052,1
1713,0.62,D,SI1,62.4,55,Excellent,-7.4,0.88141026,1
1713,0.56,F,VS2,59.9,58,Excellent,-1.9,0.96828047,0
1715,0.5,F,VVS2,62.5,54,Very Good,-8.5,0.864,1
1715,0.71,J,VS2,62.6,54,Excellent,-8.6,0.86261981,1
1715,0.53,G,VVS2,60.9,58,Very Good,-2.9,0.95238095,0
1715,0.75,J,SI1,61.6,56,Ideal,-5.6,0.90909091,0
1715,0.71,I,SI1,62,57,Excellent,-5,0.91935484,0
1715,0.71,I,SI1,61.9,57,Excellent,-4.9,0.92084006,0
1715,0.71,H,SI2,62.1,58,Very Good,-4.1,0.93397746,0
1751,0.71,G,SI2,62.6,56,Very Good,-6.6,0.89456869,2
1752,0.62,G,SI1,61.9,57,Excellent,-4.9,0.92084006,0
1752,0.62,G,SI1,62.8,57,Excellent,-5.8,0.90764331,1
1752,0.71,J,VS1,62.2,57,Excellent,-5.2,0.91639871,0
1752,0.51,D,VS2,61.6,59,Excellent,-2.6,0.95779221,0
1752,0.7,F,SI2,59.8,60,Very Good,0.2,1.00334448,0
1752,0.52,E,VS1,61.1,58,Excellent,-3.1,0.9492635,0
1753,0.58,F,VS2,60.7,63,Good,2.3,1.03789127,0
1753,0.74,H,SI2,61.1,59,Excellent,-2.1,0.96563011,0
1753,0.51,D,VS2,63.4,57,Very Good,-6.4,0.89905363,2
1754,0.54,F,VS2,61.3,57,Ideal,-4.3,0.92985318,0
1754,0.5,F,VS1,57.8,62,Very Good,4.2,1.07266436,1
1754,0.5,E,VS1,62.9,57,Very Good,-5.9,0.90620032,0
1756,0.55,F,VS1,62.5,57,Excellent,-5.5,0.912,0
1756,0.5,D,VS1,59.8,60,Very Good,0.2,1.00334448,0
1756,0.5,D,VS1,62,58,Very Good,-4,0.93548387,0
1756,0.72,H,SI1,62.4,56,Excellent,-6.4,0.8974359,0
1756,0.58,D,SI1,62.1,57,Excellent,-5.1,0.9178744,0
1756,0.71,H,SI2,61.6,59,Very Good,-2.6,0.95779221,0
1756,0.71,I,SI1,62.5,58,Excellent,-4.5,0.928,0
1757,0.52,I,IF,62.5,56,Excellent,-6.5,0.896,0
1757,0.47,D,VVS1,61.8,59,Very Good,-2.8,0.95469256,0
1757,0.59,E,VS2,63.1,57,Very Good,-6.1,0.90332805,2
1757,0.72,E,SI2,64.1,58,Good,-6.1,0.90483619,1
1757,0.72,E,SI2,63.1,64,Good,0.9,1.01426307,0
1798,0.73,F,SI2,63.6,55,Very Good,-8.6,0.86477987,0
1798,0.64,H,VS1,62.8,58,Very Good,-4.8,0.92356688,0
1798,0.82,I,SI2,59.9,59,Excellent,-0.9,0.98497496,1
1798,0.8,K,VVS1,61.6,61,Excellent,-0.6,0.99025974,0
1798,0.5,D,VS2,62.9,60,Very Good,-2.9,0.95389507,0
1799,0.7,F,SI2,58.6,59,Good,0.4,1.00682594,1
1799,0.5,D,VS1,61.5,54,Excellent,-7.5,0.87804878,0
1799,0.5,E,VVS2,62.1,56,Very Good,-6.1,0.90177134,1
1799,0.49,G,VVS1,62.2,56,Excellent,-6.2,0.90032154,0
1799,0.7,D,SI2,63.3,56,Good,-7.3,0.88467615,0
1800,0.7,J,VVS1,62.5,58,Excellent,-4.5,0.928,1
1800,0.6,E,SI1,62,58,Excellent,-4,0.93548387,0
1800,0.52,D,VS1,62.9,61,Very Good,-1.9,0.96979332,2
1800,0.75,H,SI2,62.2,56,Excellent,-6.2,0.90032154,0
1800,0.71,F,SI1,60.4,57,Excellent,-3.4,0.94370861,2
1800,0.7,I,SI1,61.9,57,Excellent,-4.9,0.92084006,1
1800,0.7,I,SI1,59.9,59,Excellent,-0.9,0.98497496,0
1800,0.71,H,SI1,62,62,Very Good,0,1,0
1801,0.78,I,SI2,62.9,58,Very Good,-4.9,0.92209857,0
1801,0.72,K,VVS1,62.1,56,Excellent,-6.1,0.90177134,0
1801,0.72,H,SI2,61.9,59,Very Good,-2.9,0.95315024,2
1801,0.69,E,VS1,62.2,62,Good,-0.2,0.99678457,0
1801,0.55,G,VVS2,61.1,59,Excellent,-2.1,0.96563011,0
1801,0.53,F,VS1,63,54,Excellent,-9,0.85714286,0
1801,0.53,F,VS1,62.1,58,Excellent,-4.1,0.93397746,2
1841,0.5,F,VS1,61.5,56,Ideal,-5.5,0.91056911,1
1841,0.7,K,IF,62.3,57,Very Good,-5.3,0.91492777,1
1841,0.7,G,SI2,61.1,60,Excellent,-1.1,0.98199673,0
1842,0.76,G,SI2,62.3,56,Excellent,-6.3,0.8988764,0
1842,0.75,K,VVS1,62.7,55,Excellent,-7.7,0.87719298,0
1843,0.83,J,VS2,62.9,58,Very Good,-4.9,0.92209857,1
1843,0.54,G,VVS2,60.9,58,Excellent,-2.9,0.95238095,0
1843,0.71,F,SI2,61.6,59,Excellent,-2.6,0.95779221,1
1843,0.8,J,SI2,60.7,59,Excellent,-1.7,0.97199341,1
1844,0.7,I,SI1,63.5,58,Very Good,-5.5,0.91338583,1
1844,0.7,I,SI1,61.8,57,Very Good,-4.8,0.9223301,0
1844,0.7,H,SI2,60.9,53,Very Good,-7.9,0.87027915,0
1844,0.7,I,SI1,60.8,59,Very Good,-1.8,0.97039474,1
1844,0.5,E,VVS2,63.6,60,Very Good,-3.6,0.94339623,1
1844,0.5,E,VVS2,63.7,58,Very Good,-5.7,0.91051805,2
1844,0.63,F,VS2,62.9,56,Very Good,-6.9,0.89030207,0
1845,0.53,D,VS1,57.2,61,Good,3.8,1.06643357,0
1845,0.53,D,VS1,62.8,56,Excellent,-6.8,0.89171975,0
1845,0.53,D,VS1,59.2,60,Excellent,0.8,1.01351351,1
1845,0.6,G,VS1,63.8,57,Very Good,-6.8,0.89341693,0
1845,0.7,H,SI1,60.2,60,Excellent,-0.2,0.99667774,0
1845,0.52,I,IF,60.7,57,Ideal,-3.7,0.93904448,0
1845,0.52,I,IF,61,57,Ideal,-4,0.93442623,1
1845,0.51,E,VS1,62.9,58,Very Good,-4.9,0.92209857,2
1845,0.5,E,VVS2,62.3,56,Excellent,-6.3,0.8988764,0
1881,0.91,K,SI1,62.6,57,Excellent,-5.6,0.91054313,1
1881,0.7,D,SI2,60.5,58,Good,-2.5,0.95867769,0
1881,0.5,E,VVS1,62.9,60,Good,-2.9,0.95389507,0
1881,0.77,J,VS1,62.5,61,Very Good,-1.5,0.976,0
1881,0.53,G,VVS1,61.7,56,Ideal,-5.7,0.9076175,0
1881,0.53,G,VVS1,61.8,57,Ideal,-4.8,0.9223301,0
1881,0.52,E,VS1,61.4,58,Excellent,-3.4,0.94462541,2
1881,0.52,E,VS1,62.8,56,Very Good,-6.8,0.89171975,0
1881,0.71,H,SI1,62.1,58,Excellent,-4.1,0.93397746,0
1881,0.6,G,VS1,59.8,59,Good,-0.8,0.98662207,1
1881,0.6,G,VS1,61.7,57,Excellent,-4.7,0.92382496,0
1882,0.7,E,SI2,61.8,60,Very Good,-1.8,0.97087379,0
1882,0.72,F,SI2,61.5,56,Ideal,-5.5,0.91056911,1
1882,0.71,J,IF,63.4,55,Very Good,-8.4,0.86750789,0
1882,0.75,E,SI2,63.3,55,Very Good,-8.3,0.86887836,1
1883,0.7,H,SI1,60.7,54,Excellent,-6.7,0.88962109,1
1883,0.7,H,SI1,62.1,58,Excellent,-4.1,0.93397746,0
1883,0.7,H,SI1,61.7,59,Excellent,-2.7,0.95623987,0
1883,0.7,H,SI1,61.1,59,Excellent,-2.1,0.96563011,2
1883,0.7,H,SI1,61.5,57,Excellent,-4.5,0.92682927,0
2001,0.53,H,IF,62.7,56,Excellent,-6.7,0.89314195,0
2001,0.54,G,IF,61.3,54,Excellent,-7.3,0.88091354,0
2001,0.54,G,IF,62.1,57,Excellent,-5.1,0.9178744,0
2001,0.58,H,IF,61.5,58,Excellent,-3.5,0.94308943,1
2001,0.56,F,VVS2,62,58,Excellent,-4,0.93548387,1
2001,0.72,H,SI1,61.1,58,Excellent,-3.1,0.9492635,0
2001,0.51,G,VVS2,60.5,59,Excellent,-1.5,0.97520661,0
2002,0.74,E,SI2,60.4,59,Very Good,-1.4,0.97682119,2
2002,0.77,K,IF,62.2,56,Excellent,-6.2,0.90032154,0
2002,0.76,J,VS2,58.4,61,Very Good,2.6,1.04452055,0
2002,0.5,D,VVS2,62.5,60,Very Good,-2.5,0.96,1
2002,0.5,E,VVS1,63.7,60,Very Good,-3.7,0.94191523,2
2002,0.5,E,VVS1,63.8,57,Very Good,-6.8,0.89341693,0
2002,0.5,E,VVS1,63.1,59,Very Good,-4.1,0.93502377,0
2002,0.5,D,VVS2,63.4,60,Good,-3.4,0.94637224,0
2002,0.5,D,VVS2,63.3,58,Very Good,-5.3,0.91627172,0
2002,0.5,E,VVS1,62.7,55,Very Good,-7.7,0.87719298,0
2002,0.5,E,VVS1,63.2,58,Very Good,-5.2,0.91772152,2
2002,0.53,E,VVS2,62,58,Excellent,-4,0.93548387,1
2002,0.53,E,VVS2,62.2,58,Excellent,-4.2,0.93247588,0
2003,0.74,I,VS1,63.5,55,Very Good,-8.5,0.86614173,0
2003,0.51,E,VVS2,63.6,60,Good,-3.6,0.94339623,0
2003,0.71,F,SI2,61.1,56,Excellent,-5.1,0.91653028,1
2004,0.52,E,VVS2,63,58,Very Good,-5,0.92063492,1
2004,0.81,H,SI2,62.9,58,Very Good,-4.9,0.92209857,0
2079,0.53,E,VVS2,60.9,60,Excellent,-0.9,0.98522167,1
2080,0.71,F,SI2,59.3,57,Good,-2.3,0.96121417,1
2080,0.83,J,VS1,63.1,59,Very Good,-4.1,0.93502377,0
2080,0.73,I,VS1,62.3,57,Very Good,-5.3,0.91492777,2
2080,0.73,H,SI1,63.2,55,Very Good,-8.2,0.87025316,1
2081,0.72,H,VS2,62.2,56,Excellent,-6.2,0.90032154,0
2081,0.6,F,VS1,61.9,55,Excellent,-6.9,0.88852989,2
2081,0.9,K,SI1,60.5,59,Very Good,-1.5,0.97520661,0
2081,0.71,F,SI2,61.2,57,Excellent,-4.2,0.93137255,2
2081,0.72,H,SI1,61.5,57,Excellent,-4.5,0.92682927,0
2082,0.71,I,VS2,61.6,60,Excellent,-1.6,0.97402597,1
2082,0.7,F,SI1,61.2,58,Very Good,-3.2,0.94771242,0
2082,0.5,E,VVS1,61.4,56,Very Good,-5.4,0.91205212,0
2082,0.52,E,VVS1,61.4,57,Ideal,-4.4,0.92833876,0
2082,0.52,E,VVS1,62.5,61,Very Good,-1.5,0.976,2
2082,0.72,F,SI2,61.2,57,Excellent,-4.2,0.93137255,0
2083,0.5,D,VVS2,58.6,60,Very Good,1.4,1.02389078,2
