ZIP,HospID,City,State,Beds,RBeds,Outpatients,Admin,Inpatient,Hip95,Knee95,SalesYr,Sales12,Teach,Trauma,Rehab,Hip96,Knee96,Femur96,logBeds,logOut,logRBeds,logAdmin,logInpat,logHip95,logKnee95,logSales,logSales12,logHip96,logKnee96,logFemur96
60050,212743, Mc Henry, IL,158,24,66423,6659,4771,100,240,50,38,1,1,1,55,32,69,5.068904202,11.10381372,3.218875825,8.803874764,8.470520783,4.615120517,5.484796933,3.931825633,3.663561646,4.025351691,3.496507561,4.248495242
60068,250543, Park Ridge, IL,657,44,2315,29508,16600,166,201,204,162,1,1,1,196,210,184,6.489204931,7.747596839,3.80666249,10.29245058,9.717218213,5.117993812,5.308267697,5.323009979,5.093750201,5.283203729,5.351858133,5.220355825
60076,293643, Skokie, IL,261,0,2302,8826,5722,129,144,158,79,1,1,0,124,59,66,5.568344504,7.7419679,0,9.085570485,8.652248422,4.86753445,4.976733742,5.068904202,4.382026635,4.828313737,4.094344562,4.204692619
60085,316043, Waukegan, IL,229,15,26517,9251,6091,27,35,42,25,0,1,1,46,39,51,5.438079309,10.18557903,2.772588722,9.132595023,8.714731714,3.33220451,3.583518938,3.761200116,3.258096538,3.850147602,3.688879454,3.951243719
60085,317043, Waukegan, IL,279,0,28002,9516,9261,33,33,66,56,0,0,0,55,58,60,5.634789603,10.24006693,0,9.160834952,9.133675287,3.526360525,3.526360525,4.204692619,4.043051268,4.025351691,4.077537444,4.110873864
60098,326043, Woodstock, IL,152,0,21880,3419,3018,3,3,15,19,1,1,0,26,21,28,5.030437921,9.993373959,0,8.13739583,8.01268093,1.386294361,1.386294361,2.772588722,2.995732274,3.295836866,3.091042453,3.36729583
60115,142043, De Kalb, IL,111,0,30590,4135,3048,61,87,43,23,0,1,0,42,22,60,4.718498871,10.32846113,0,8.327484416,8.022568947,4.127134385,4.477336814,3.784189634,3.17805383,3.761200116,3.135494216,4.110873864
60120,161043, Elgin, IL,331,0,183050,14495,13007,14,53,79,84,0,1,0,67,99,69,5.805134969,12.11752008,0,9.581628028,9.473319832,2.708050201,3.988984047,4.382026635,4.442651256,4.219507705,4.605170186,4.248495242
60123,160043, Elgin, IL,211,0,40532,6496,5315,29,43,45,16,0,1,0,41,40,65,5.356586275,10.60987174,0,8.779095811,8.57847642,3.401197382,3.784189634,3.828641396,2.833213344,3.737669618,3.713572067,4.189654742
60126,162043, Elmhurst, IL,382,0,94660,14626,11677,199,314,110,121,0,0,0,132,96,115,5.948034989,11.45805737,0,9.590624415,9.365462009,5.298317367,5.752572639,4.709530201,4.804021045,4.890349128,4.574710979,4.753590191
60134,177043, Geneva, IL,118,0,18398,6607,4804,43,59,65,24,0,1,0,57,26,59,4.779123493,9.820051594,0,8.796036315,8.477412321,3.784189634,4.094344562,4.189654742,3.218875825,4.060443011,3.295836866,4.094344562
60139,180043, Glendale Heights, IL,122,0,10109,3472,2682,10,26,15,7,0,1,0,12,3,23,4.812184355,9.221280312,0,8.152774053,7.89469085,2.397895273,3.295836866,2.772588722,2.079441542,2.564949357,1.386294361,3.17805383
60153,84143, Maywood, IL,570,0,135602,31831,14169,4,5,146,194,1,1,0,133,167,125,6.34738921,11.81748678,0,10.36822735,9.558882333,1.609437912,1.791759469,4.990432587,5.272999559,4.8978398,5.123963979,4.836281907
60160,243543, Melrose Park, IL,254,0,3142,9696,6046,90,106,55,42,0,1,0,40,31,65,5.541263545,8.052933037,0,9.179571838,8.70731756,4.510859507,4.672828834,4.025351691,3.761200116,3.713572067,3.465735903,4.189654742
60160,220043, Melrose Park, IL,210,36,44029,8085,5266,46,71,37,22,0,0,1,42,30,43,5.351858133,10.6926265,3.610917913,8.99788945,8.569216219,3.850147602,4.276666119,3.63758616,3.135494216,3.761200116,3.433987204,3.784189634
60187,319543, Wheaton, IL,106,106,33805,1454,0,99,164,0,0,1,0,1,0,0,0,4.672828834,10.42839358,4.672828834,7.28276118,0,4.605170186,5.105945474,0,0,0,0,0
60190,319143, Winfield, IL,327,0,5846,14412,15277,354,725,261,203,0,1,0,270,220,95,5.793013608,8.673683988,0,9.575885856,9.634169164,5.872117789,6.587550015,5.568344504,5.318119994,5.602118821,5.398162702,4.564348191
60194,421643, Hoffman Estates, IL,226,0,24856,10239,11446,30,30,50,32,0,1,0,63,34,64,5.424950017,10.12089468,0,9.234056899,9.345482966,3.433987204,3.433987204,3.931825633,3.496507561,4.158883083,3.555348061,4.17438727
60201,166043, Evanston, IL,447,24,13299,21398,11031,12,43,291,165,1,1,1,290,150,183,6.104793232,9.495519314,3.218875825,9.971099471,9.308555419,2.564949357,3.784189634,5.676753802,5.111987788,5.673323267,5.017279837,5.214935758
60202,167043, Evanston, IL,478,0,12321,18671,11189,93,165,104,69,1,1,0,99,65,103,6.171700597,9.419141562,0,9.834780355,9.322775801,4.543294782,5.111987788,4.65396035,4.248495242,4.605170186,4.189654742,4.644390899
60302,243043, Oak Park, IL,221,0,127284,10785,6040,113,139,136,85,1,0,0,121,96,43,5.402677382,11.75418395,0,9.286004276,8.70632484,4.736198448,4.941642423,4.919980926,4.454347296,4.804021045,4.574710979,3.784189634
60304,242043, Oak Park, IL,143,17,26259,4914,1787,53,53,51,21,0,0,1,60,33,42,4.9698133,10.17580215,2.890371758,8.500047033,7.488852956,3.988984047,3.988984047,3.951243719,3.091042453,4.110873864,3.526360525,3.761200116
60402,24043, Berwyn, IL,427,0,38956,14741,8422,29,37,117,70,1,1,0,114,73,122,6.059123196,10.57021375,0,9.598455842,9.038721338,3.401197382,3.63758616,4.770684624,4.262679877,4.744932128,4.304065093,4.812184355
60406,27043, Blue Island, IL,410,0,37620,12573,10159,5,15,79,53,0,0,0,82,57,68,6.018593214,10.53531768,0,9.439386469,9.226213721,1.791759469,2.772588722,4.382026635,3.988984047,4.418840608,4.060443011,4.234106505
60411,130043, Chicago Heights, IL,236,0,37620,11158,9447,11,11,67,44,0,1,0,50,40,94,5.468060141,10.53531768,0,9.320001626,9.153558358,2.48490665,2.48490665,4.219507705,3.80666249,3.931825633,3.713572067,4.553876892
60426,186043, Harvey, IL,519,33,106973,19814,11641,32,72,112,112,0,0,1,121,108,110,6.253828812,11.58034109,3.526360525,9.894194506,9.362374528,3.496507561,4.290459441,4.727387819,4.727387819,4.804021045,4.691347882,4.709530201
60429,186543, Hazel Crest, IL,230,0,47805,10527,5604,13,25,60,31,0,1,0,57,38,58,5.442417711,10.77490643,0,9.261793654,8.631414336,2.63905733,3.258096538,4.110873864,3.465735903,4.060443011,3.663561646,4.077537444
60432,200043, Joliet, IL,252,0,38426,11774,5137,21,45,54,23,0,1,0,44,27,66,5.533389489,10.55651562,0,9.373733919,8.544419178,3.091042453,3.828641396,4.007333185,3.17805383,3.80666249,3.33220451,4.204692619
60435,199043, Joliet, IL,452,18,185742,16609,11178,102,235,72,37,1,1,1,72,52,107,6.115892125,12.13211928,2.944438979,9.717760203,9.321792297,4.634728988,5.463831805,4.290459441,3.63758616,4.290459441,3.970291914,4.682131227
60450,230043, Morris, IL,82,0,1135,4629,3280,17,17,36,16,0,1,0,29,18,32,4.418840608,7.035268599,0,8.440312147,8.095903533,2.890371758,2.890371758,3.610917913,2.833213344,3.401197382,2.944438979,3.496507561
60452,241043, Oak Forest, IL,209,64,31035,1922,719,5,5,0,0,1,0,1,1,0,0,5.347107531,10.3429031,4.17438727,7.561641746,6.579251212,1.791759469,1.791759469,0,0,0.693147181,0,0
60453,241343, Oak Lawn, IL,827,37,146180,31028,15515,156,182,176,136,1,1,1,177,149,209,6.719013154,11.89260086,3.63758616,10.34267753,9.649627029,5.056245805,5.209486153,5.176149733,4.919980926,5.18178355,5.010635294,5.347107531
60461,81143, Olympia Fields, IL,178,14,108859,7035,5011,65,106,42,25,0,1,1,28,0,36,5.187385806,11.59781793,2.708050201,8.858795106,8.519590316,4.189654742,4.672828834,3.761200116,3.258096538,3.36729583,0,3.610917913
60463,106043, Palos Heights, IL,358,0,10361,16905,7852,150,211,152,109,0,1,0,138,99,109,5.883322388,9.245900547,0,9.735423867,8.968650903,5.017279837,5.356586275,5.030437921,4.700480366,4.934473933,4.605170186,4.700480366
60505,10043, Aurora, IL,168,24,19875,6515,5986,17,17,51,42,0,1,1,45,61,48,5.129898715,9.897268253,3.218875825,8.78201597,8.697345731,2.890371758,2.890371758,3.951243719,3.761200116,3.828641396,4.127134385,3.891820298
60506,11543, Aurora, IL,242,0,53858,8745,8998,5,5,67,70,0,1,0,66,58,62,5.493061443,10.8941248,0,9.076351732,9.104868739,1.791759469,1.791759469,4.219507705,4.262679877,4.204692619,4.077537444,4.143134726
60515,147543, Downers Grove, IL,313,0,5208,13746,7236,39,47,124,68,0,0,0,100,82,84,5.749392986,8.558143178,0,9.528575897,8.886962035,3.688879454,3.871201011,4.828313737,4.234106505,4.615120517,4.418840608,4.442651256
60521,192043, Hinsdale, IL,459,32,76254,15566,11130,97,97,136,157,1,0,1,133,172,72,6.131226489,11.24183827,3.496507561,9.652908568,9.317489287,4.584967479,4.584967479,4.919980926,5.062595033,4.8978398,5.153291594,4.290459441
60525,205543, La Grange, IL,231,0,5639,9833,9304,75,103,87,70,1,1,0,74,62,120,5.446737372,8.637639344,0,9.193601048,9.138307169,4.33073334,4.644390899,4.477336814,4.262679877,4.317488114,4.143134726,4.795790546
60540,235043, Naperville, IL,159,0,51113,8674,6828,45,74,45,18,0,1,0,45,19,68,5.075173815,10.84181371,0,9.068200605,8.828933529,3.828641396,4.317488114,3.828641396,2.944438979,3.828641396,2.995732274,4.234106505
60608,93043, Chicago, IL,357,0,572228,14130,7123,269,360,19,6,1,1,0,24,3,62,5.880532986,13.25729454,0,9.556126245,8.871224644,5.598421959,5.888877958,2.995732274,1.945910149,3.218875825,1.386294361,4.143134726
60611,54543, Chicago, IL,684,0,129681,26788,21664,1148,2770,278,246,1,1,0,237,196,130,6.529418838,11.77284058,0,10.19574663,9.983453334,7.046647278,7.926963545,5.631211782,5.509388337,5.472270674,5.283203729,4.875197323
60611,101243, Chicago, IL,176,176,54433,2101,0,1209,2367,0,0,1,0,1,0,0,0,5.176149733,10.90474424,5.176149733,7.650644551,0,7.098375639,7.769800996,0,0,0,0,0
60612,55343, Chicago, IL,416,18,306880,18064,9289,101,171,23,25,1,0,1,34,32,28,6.033086222,12.63421533,2.944438979,9.801731644,9.136693832,4.624972813,5.147494477,3.17805383,3.258096538,3.555348061,3.496507561,3.36729583
60612,98543, Chicago, IL,1044,66,167139,30815,19238,58,95,234,198,1,0,1,275,237,118,6.951772164,12.02658706,4.204692619,10.33578931,9.864694748,4.077537444,4.564348191,5.459585514,5.293304825,5.620400866,5.472270674,4.779123493
60612,60043, Chicago, IL,894,0,448428,37780,11738,2,2,26,4,1,1,0,36,8,124,6.796823718,13.01350564,0,10.53956161,9.370671911,1.098612289,1.098612289,3.295836866,1.609437912,3.610917913,2.197224577,4.828313737
60614,58043, Chicago, IL,291,29,49472,13328,6096,17,18,35,11,1,0,1,44,17,55,5.676753802,10.80918235,3.401197382,9.497697392,8.715552126,2.890371758,2.944438979,3.583518938,2.48490665,3.80666249,2.890371758,4.025351691
60615,902043, Chicago, IL,262,0,143936,10261,2446,2,3,39,19,0,0,0,54,36,44,5.572154032,11.87713098,0,9.236203032,7.802618063,1.098612289,1.386294361,3.688879454,2.995732274,4.007333185,3.610917913,3.80666249
60616,88043, Chicago, IL,626,26,80317,21548,10173,82,152,101,107,1,1,1,75,69,51,6.440946541,11.29374903,3.295836866,9.978084691,9.227590725,4.418840608,5.030437921,4.624972813,4.682131227,4.33073334,4.248495242,3.951243719
60616,87043, Chicago, IL,463,24,256481,17372,11090,2,3,60,77,1,0,1,69,75,72,6.139884552,12.45481377,3.218875825,9.762672556,9.313889248,1.098612289,1.386294361,4.110873864,4.356708827,4.248495242,4.33073334,4.290459441
60622,109043, Chicago, IL,485,8,96442,12315,5272,5,7,23,20,1,0,1,31,19,28,6.186208624,11.47670744,2.197224577,9.418654509,8.57035474,1.791759469,2.079441542,3.17805383,3.044522438,3.465735903,2.995732274,3.36729583
60625,118043, Chicago, IL,248,22,14787,9779,5133,23,31,80,34,1,0,1,62,32,75,5.517452896,9.60157132,3.135494216,9.188094763,8.543640361,3.17805383,3.465735903,4.394449155,3.555348061,4.143134726,3.496507561,4.33073334
60631,102043, Chicago, IL,375,30,19682,15274,8847,19,19,145,89,1,0,1,145,88,141,5.929589143,9.887510598,3.433987204,9.633972784,9.087946724,2.995732274,2.995732274,4.983606622,4.49980967,4.983606622,4.48863637,4.955827058
60634,96443, Chicago, IL,227,0,28366,8338,5171,26,30,61,22,0,0,0,60,19,103,5.429345629,10.25298178,0,9.028698584,8.55101474,3.295836866,3.433987204,4.127134385,3.135494216,4.110873864,2.995732274,4.644390899
60637,121043, Chicago, IL,616,0,284759,25562,15082,4,34,148,123,1,1,0,156,118,73,6.424869024,12.559402,0,10.14890127,9.621323561,1.609437912,3.555348061,5.003946306,4.820281566,5.056245805,4.779123493,4.304065093
60640,101043, Chicago, IL,295,38,80861,11159,6506,92,153,47,41,1,0,1,38,28,64,5.690359454,11.30049928,3.663561646,9.320091236,8.780633799,4.532599493,5.036952602,3.871201011,3.737669618,3.663561646,3.36729583,4.17438727
60640,83543, Chicago, IL,236,0,71451,7784,3228,11,11,51,8,1,0,0,45,8,69,5.468060141,11.17678117,0,8.959954084,8.079927771,2.48490665,2.48490665,3.951243719,2.197224577,3.828641396,2.197224577,4.248495242
60641,42043, Chicago, IL,70,70,0,0,0,0,3,12,2,0,0,1,7,0,18,4.262679877,0,4.262679877,0,0,0,1.386294361,2.564949357,1.098612289,2.079441542,0,2.944438979
60642,169043, Evergreen Park, IL,394,0,139560,21137,9832,0,0,119,115,1,1,0,103,109,106,5.978885765,11.84625706,0,9.958827648,9.193499355,0,0,4.787491743,4.753590191,4.644390899,4.700480366,4.672828834
60657,76043, Chicago, IL,460,0,157620,15797,8639,96,124,34,34,1,1,0,43,26,81,6.133398043,11.9679487,0,9.667638629,9.064157862,4.574710979,4.828313737,3.555348061,3.555348061,3.784189634,3.295836866,4.406719247
60657,107043, Chicago, IL,425,16,14341,11910,10253,4,10,83,42,1,0,1,89,28,73,6.054439346,9.570947574,2.833213344,9.385217622,9.235423152,1.609437912,2.397895273,4.430816799,3.761200116,4.49980967,3.36729583,4.304065093
60901,202543, Kankakee, IL,314,26,115203,9303,6596,27,27,74,108,0,1,1,70,96,74,5.752572639,11.65445975,3.295836866,9.138199694,8.794370279,3.33220451,3.33220451,4.317488114,4.691347882,4.262679877,4.574710979,4.317488114
60901,203043, Kankakee, IL,208,0,65626,6343,4988,6,6,48,48,0,1,0,40,47,43,5.342334252,11.09174248,0,8.755264763,8.514990768,1.945910149,1.945910149,3.891820298,3.891820298,3.713572067,3.871201011,3.784189634
61032,172043, Freeport, IL,150,0,24141,5700,5024,5,5,58,54,0,1,0,73,57,70,5.017279837,10.09170834,0,8.648396877,8.522180733,1.791759469,1.791759469,4.077537444,4.007333185,4.304065093,4.060443011,4.262679877
61081,300543, Sterling, IL,117,0,22525,6110,3965,26,39,50,80,0,0,0,57,64,57,4.770684624,10.02242548,0,8.717845705,8.285513309,3.295836866,3.688879454,3.931825633,4.394449155,4.060443011,4.17438727,4.060443011
61103,278043, Rockford, IL,423,39,183986,15933,10303,46,60,163,181,1,1,1,149,187,148,6.049733455,12.12262038,3.688879454,9.67621047,9.240287448,3.850147602,4.110873864,5.099866428,5.204006687,5.010635294,5.236441963,5.003946306
61104,281043, Rockford, IL,296,0,131218,12006,9768,7,10,102,81,1,1,0,109,85,127,5.693732139,11.78462296,0,9.393245092,9.186969386,2.079441542,2.397895273,4.634728988,4.406719247,4.700480366,4.454347296,4.852030264
61108,280043, Rockford, IL,215,0,70499,9766,6742,43,86,57,63,1,1,0,55,77,79,5.375278408,11.16336799,0,9.186764635,8.816260209,3.784189634,4.465908119,4.060443011,4.158883083,4.025351691,4.356708827,4.382026635
61201,284043, Rock Island, IL,258,20,147519,7685,3621,7,13,51,58,1,0,1,104,86,108,5.556828062,11.90171904,3.044522438,8.947155771,8.194781638,2.079441542,2.63905733,3.951243719,4.077537444,4.65396035,4.465908119,4.691347882
61265,225043, Moline, IL,255,0,41961,9497,6442,2,2,104,96,1,1,0,70,62,44,5.545177444,10.64451973,0,9.158836529,8.770749549,1.098612289,1.098612289,4.65396035,4.574710979,4.262679877,4.143134726,3.80666249
61354,204543, Peru, IL,101,0,8373,3500,2568,0,21,60,87,0,0,0,59,103,34,4.624972813,9.032886947,0,8.160803921,7.851271997,0,3.091042453,4.110873864,4.477336814,4.094344562,4.644390899,3.555348061
61614,261543, Peoria, IL,193,0,123155,6241,10407,0,0,89,119,0,1,0,89,101,69,5.267858159,11.72120712,0,8.739055923,9.25033002,0,0,4.49980967,4.787491743,4.49980967,4.624972813,4.248495242
61636,257043, Peoria, IL,448,39,190438,15241,17482,0,0,150,204,1,1,1,167,153,129,6.107022888,12.15708721,3.688879454,9.631810054,9.768984259,0,0,5.017279837,5.323009979,5.123963979,5.036952602,4.86753445
61637,262043, Peoria, IL,595,18,39540,23759,15356,6,6,139,136,1,1,1,133,139,140,6.390240667,10.58509339,2.944438979,10.07575877,9.639326675,1.945910149,1.945910149,4.941642423,4.919980926,4.8978398,4.941642423,4.94875989
61701,26043, Bloomington, IL,166,0,40781,5442,3500,5,7,52,38,0,1,0,40,21,45,5.117993812,10.61599609,0,8.602085658,8.160803921,1.791759469,2.079441542,3.970291914,3.663561646,3.713572067,3.091042453,3.828641396
61761,236043, Normal, IL,237,0,70086,10874,6209,23,29,110,82,0,1,0,114,112,78,5.472270674,11.15749261,0,9.294221856,8.733916175,3.17805383,3.401197382,4.709530201,4.418840608,4.744932128,4.727387819,4.369447852
61801,310043, Urbana, IL,202,25,36096,11752,8809,170,343,100,116,1,0,1,99,86,110,5.313205979,10.49396504,3.258096538,9.371863806,9.083642719,5.141663557,5.840641657,4.615120517,4.762173935,4.605170186,4.465908119,4.709530201
61801,307043, Urbana, IL,288,15,27800,12059,12650,93,174,161,142,1,1,1,165,142,85,5.666426688,10.23282727,2.772588722,9.39764947,9.445491542,4.543294782,5.164785974,5.087596335,4.96284463,5.111987788,4.96284463,4.454347296
61938,37543, Mattoon, IL,173,0,6480,7730,4403,0,2,59,47,0,1,0,56,51,76,5.159055299,8.776630098,0,8.952993499,8.390268498,0,1.098612289,4.094344562,3.871201011,4.043051268,3.951243719,4.343805422
62002,3043, Alton, IL,148,0,61016,5607,4728,86,86,60,44,0,1,0,45,33,54,5.003946306,11.01890779,0,8.631949429,8.461469043,4.465908119,4.465908119,4.110873864,3.80666249,3.828641396,3.526360525,4.007333185
62002,1043, Alton, IL,194,0,42454,6607,6469,8,8,82,134,0,1,0,72,139,100,5.272999559,10.65619997,0,8.796036315,8.774931387,2.197224577,2.197224577,4.418840608,4.905274778,4.290459441,4.941642423,4.615120517
62095,325543, Wood River, IL,118,14,16722,1802,1684,17,17,15,3,0,1,1,9,5,10,4.779123493,9.724540296,2.708050201,7.497207223,7.429520843,2.890371758,2.890371758,2.772588722,1.386294361,2.302585093,1.791759469,2.397895273
62220,20043, Belleville, IL,372,25,104531,13116,8130,37,49,80,60,1,0,1,119,62,129,5.92157842,11.55724852,3.258096538,9.481664378,9.003439196,3.63758616,3.912023005,4.394449155,4.110873864,4.787491743,4.143134726,4.86753445
62223,19543, Belleville, IL,346,0,122580,13229,12779,238,446,125,249,1,0,0,140,251,94,5.84932478,11.71652731,0,9.490242257,9.455636728,5.476463552,6.102558595,4.836281907,5.521460918,4.94875989,5.529429088,4.553876892
62305,270043, Quincy, IL,152,7,93085,6520,5645,146,175,93,71,1,1,1,86,69,130,5.030437921,11.44127908,2.079441542,8.782783017,8.638702609,4.990432587,5.170483995,4.543294782,4.276666119,4.465908119,4.248495242,4.875197323
62401,156043, Effingham, IL,146,0,2451,7683,6287,120,123,80,84,0,1,0,84,98,68,4.990432587,7.804659297,0,8.946895524,8.746398334,4.795790546,4.820281566,4.394449155,4.442651256,4.442651256,4.59511985,4.234106505
62450,244543, Olney, IL,106,0,23850,2984,1367,39,82,30,19,0,0,0,29,21,37,4.672828834,10.07958142,0,8.001355026,7.221105098,3.688879454,4.418840608,3.433987204,2.995732274,3.401197382,3.091042453,3.63758616
62521,139043, Decatur, IL,282,0,125235,9878,9601,30,50,75,87,1,1,0,63,102,119,5.645446898,11.73795524,0,9.198166571,9.169726689,3.433987204,3.931825633,4.33073334,4.477336814,4.158883083,4.634728988,4.787491743
62526,137043, Decatur, IL,297,0,74853,10857,11848,12,18,75,89,1,0,0,104,106,103,5.697093487,11.22329483,0,9.292657414,9.379998755,2.564949357,2.944438979,4.33073334,4.49980967,4.65396035,4.672828834,4.644390899
62650,197043, Jacksonville, IL,169,0,55167,5915,4119,46,83,52,21,0,1,0,66,25,53,5.135798437,10.91813835,0,8.685415824,8.323608442,3.850147602,4.430816799,3.970291914,3.091042453,4.204692619,3.258096538,3.988984047
62769,298043, Springfield, IL,620,0,1170,25690,22740,61,75,199,179,1,1,0,180,178,177,6.431331082,7.065613364,0,10.15389601,10.03192474,4.127134385,4.33073334,5.298317367,5.192956851,5.198497031,5.187385806,5.18178355
62781,295043, Springfield, IL,521,30,133635,18091,16080,58,62,193,147,1,1,1,199,179,156,6.257667588,11.80287496,3.433987204,9.803225131,9.68539373,4.077537444,4.143134726,5.267858159,4.997212274,5.298317367,5.192956851,5.056245805
62801,36043, Centralia, IL,272,0,3206,7909,3994,57,61,36,14,0,0,0,48,19,56,5.609471795,8.0730912,0,8.975883061,8.292798858,4.060443011,4.127134385,3.610917913,2.708050201,3.891820298,2.995732274,4.043051268
62812,22843, Benton, IL,92,0,6000,1379,518,87,88,24,59,0,0,0,40,60,19,4.532599493,8.699681401,0,7.229838778,6.251903883,4.477336814,4.48863637,3.218875825,4.094344562,3.713572067,4.110873864,2.995732274
62864,232043, Mount Vernon, IL,142,15,38040,5272,4221,19,20,50,37,0,0,1,47,28,50,4.96284463,10.5464198,2.772588722,8.57035474,8.348064228,2.995732274,3.044522438,3.931825633,3.63758616,3.871201011,3.36729583,3.931825633
62948,187043, Herrin, IL,116,0,40437,4252,2223,1,1,46,31,0,0,0,57,31,40,4.762173935,10.60752522,0,8.355379895,7.707062655,0.693147181,0.693147181,3.850147602,3.465735903,4.060443011,3.465735903,3.713572067
62959,216543, Marion, IL,89,0,27420,3076,2393,34,44,53,30,0,0,0,58,25,38,4.49980967,10.21906442,0,8.031710375,7.780720886,3.555348061,3.80666249,3.988984047,3.433987204,4.077537444,3.258096538,3.663561646
63017,600563, Chesterfield, MO,369,12,35452,14158,14962,24,31,173,139,1,0,1,197,133,148,5.913503006,10.47596315,2.564949357,9.558105743,9.613335766,3.218875825,3.465735903,5.159055299,4.941642423,5.288267031,4.8978398,5.003946306
63019,19263, Crystal City, MO,208,0,25989,5272,4351,44,138,41,32,0,0,0,24,29,43,5.342334252,10.16546713,0,8.57035474,8.378390789,3.80666249,4.934473933,3.737669618,3.496507561,3.218875825,3.401197382,3.784189634
63044,98563, Bridgeton, MO,424,14,39469,15618,9723,1,2,252,669,1,1,1,275,411,110,6.052089169,10.58329617,2.708050201,9.656243401,9.182352335,0.693147181,1.098612289,5.533389489,6.507277712,5.620400866,6.021023349,4.709530201
63090,141063, Washington, MO,120,0,56923,4793,3160,2,59,45,44,1,0,0,61,40,69,4.795790546,10.94947232,0,8.475120415,8.058643712,1.098612289,4.094344562,3.828641396,3.80666249,4.127134385,3.713572067,4.248495242
63104,105563, Saint Louis, MO,205,16,26394,5072,3351,0,1,62,62,0,0,1,53,26,53,5.327876169,10.18092988,2.833213344,8.531687638,8.117312462,0,0.693147181,4.143134726,4.143134726,3.988984047,3.295836866,3.988984047
63106,28063, Saint Louis, MO,535,0,244618,11744,3960,74,74,37,19,1,0,0,50,35,46,6.284134161,12.40745718,0,9.371182897,8.284251798,4.317488114,4.317488114,3.63758616,2.995732274,3.931825633,3.583518938,3.850147602
63110,94063, Saint Louis, MO,94,28,2565,1070,1998,3,17,7,0,1,0,1,6,0,10,4.553876892,7.850103545,3.36729583,6.97634807,7.600402335,1.386294361,2.890371758,2.079441542,0,1.945910149,0,2.397895273
63110,93063, St Louis, MO,972,0,136851,31838,24183,10,11,169,121,1,1,0,143,136,171,6.880384082,11.82665533,0,10.36844723,10.09344654,2.397895273,2.48490665,5.135798437,4.804021045,4.9698133,4.919980926,5.147494477
63110,102063, St Louis, MO,312,0,232558,10962,8602,8,11,125,136,1,1,0,142,144,81,5.746203191,12.35689924,0,9.302281246,9.059866259,2.197224577,2.48490665,4.836281907,4.919980926,4.96284463,4.976733742,4.406719247
63117,123063, Saint Louis, MO,441,60,113009,15333,18545,171,317,141,136,1,0,1,139,137,149,6.091309882,11.63523159,4.110873864,9.637827864,9.828009411,5.147494477,5.762051383,4.955827058,4.919980926,4.941642423,4.927253685,5.010635294
63118,91063, Saint Louis, MO,142,0,19652,4171,2826,113,142,32,24,0,0,0,43,30,55,4.96284463,9.885985277,0,8.336150816,7.946971358,4.736198448,4.96284463,3.496507561,3.218875825,3.784189634,3.433987204,4.025351691
63122,56863, Kirkwood, MO,206,0,34005,6497,7503,97,167,88,83,0,0,0,91,70,86,5.332718793,10.43429226,0,8.779249716,8.923191491,4.584967479,5.123963979,4.48863637,4.430816799,4.521788577,4.262679877,4.465908119
63128,116063, Saint Louis, MO,746,0,76143,22037,16246,333,598,177,321,0,1,0,227,342,158,6.616065185,11.24038156,0,10.00052352,9.695663555,5.811140993,6.395261598,5.18178355,5.774551546,5.429345629,5.837730447,5.068904202
63131,110063, Saint Louis, MO,403,9,98253,10872,10000,35,96,145,122,1,0,1,118,77,88,6.001414878,11.49531124,2.302585093,9.294037931,9.210440367,3.583518938,4.574710979,4.983606622,4.812184355,4.779123493,4.356708827,4.48863637
63136,1363, Saint Louis, MO,386,22,53403,14083,9801,12,25,160,98,0,1,1,147,91,198,5.958424693,10.88564093,3.135494216,9.55279468,9.190341725,2.564949357,3.258096538,5.081404365,4.59511985,4.997212274,4.521788577,5.293304825
63139,100063, St Louis, MO,362,42,30084,14888,9158,0,0,77,76,1,0,1,103,61,103,5.894402834,10.31178199,3.761200116,9.608377964,9.122492281,0,0,4.356708827,4.343805422,4.644390899,4.127134385,4.644390899
63141,116563, Creve Coeur, MO,734,48,178257,30386,23132,3,9,192,196,1,1,1,193,236,164,6.599870499,12.09098722,3.891820298,10.32177016,10.04901545,1.386294361,2.302585093,5.262690189,5.283203729,5.267858159,5.468060141,5.105945474
63301,86063, Saint Charles, MO,338,20,38541,11638,6821,12,35,70,69,0,1,1,78,51,87,5.826000107,10.55950383,3.044522438,9.362116807,8.827907963,2.564949357,3.583518938,4.262679877,4.248495242,4.369447852,3.951243719,4.477336814
63401,23063, Hannibal, MO,132,0,25993,3610,2446,0,5,23,4,0,0,0,49,36,50,4.890349128,10.16562102,0,8.191740021,7.802618063,0,1.791759469,3.17805383,1.609437912,3.912023005,3.610917913,3.931825633
63501,914563, Kirksville, MO,119,12,33995,2501,2040,78,105,26,25,0,0,1,29,22,42,4.787491743,10.43399815,2.564949357,7.824845691,7.621195163,4.369447852,4.663439094,3.295836866,3.258096538,3.401197382,3.135494216,3.761200116
63701,7063, Cape Girardeau, MO,248,16,27431,7215,7786,0,0,159,155,0,1,1,135,154,88,5.517452896,10.21946549,2.833213344,8.884056062,8.960210956,0,0,5.075173815,5.049856007,4.912654886,5.043425117,4.48863637
63901,79563, Poplar Bluff, MO,188,20,12139,6558,4743,95,160,41,23,0,0,1,47,33,44,5.241747015,9.404261065,3.044522438,8.788593431,8.464635941,4.564348191,5.081404365,3.737669618,3.17805383,3.871201011,3.526360525,3.80666249
